Total Flights_mean,Total Flights_std,Distance_mean,Points Redeemed_mean,max_inactive_streak,flight_trend,redemption_ratio,CLV
2.125,1.918162617216527,7.891626774677238,3.4735180432417816,3,-0.1300000000000001,0.0116875224010846,7.838071196517161
1.2916666666666667,1.3014763077790332,7.594150549948686,0.0,5,0.0247826086956521,0.0,8.744314421267646
1.625,1.883855897747559,7.588893135416352,3.22386336637924,4,0.0082608695652173,0.0122144168090627,9.225710641853405
1.4166666666666667,1.8395809226599664,7.712797826472227,0.0,3,0.0730434782608695,0.0,8.178088693432821
1.125,1.2958965337120694,7.403924013404494,4.221955686814747,3,0.0352173913043478,0.0409199370462507,8.988246269797544
1.7083333333333333,1.5736738147920994,8.005575587450037,3.920321808242841,2,0.0030434782608695,0.0164907743433585,8.387990701272841
1.25,1.5948285992135849,7.592408151506376,3.4258899942525267,3,-0.068695652173913,0.0150094597435358,8.470426478687452
0.0,0.0,0.0,0.0,24,0.0,0.0,8.920474583618091
1.2916666666666667,1.6805580508625224,7.656041474657131,4.308559482792009,5,0.0404347826086956,0.0347160581493974,9.464950806898939
2.333333333333333,1.6594044679962137,8.014845417795893,4.806749559386461,1,0.0060869565217391,0.0401162710603534,9.548622398510666
1.2083333333333333,1.4738050920238273,7.650822937047597,4.4557997293338225,3,-0.018695652173913,0.0405091904110403,8.953933427388863
1.25,1.7003835884370582,7.623927015031756,3.683657510132784,5,0.0660869565217391,0.0189636208090601,7.897251861935416
1.6666666666666667,1.659404467996214,7.8480229202377405,4.287028906051602,3,0.0304347826086956,0.0280309936189608,10.096185916885897
0.7083333333333334,1.4288690166235207,7.224449887994675,3.2188758248682006,12,0.0839130434782609,0.0174980253964396,8.634209711152117
1.5,1.7693034738587656,7.633006563442614,3.8501476017100584,2,0.0208695652173912,0.022284122562674,8.433041720992476
1.7916666666666667,1.587427962533067,7.794497041899734,4.024607366175292,3,0.0769565217391304,0.0226519431898195,8.557711139719126
0.0833333333333333,0.408248290463863,4.827646848314598,0.0,23,0.02,0.0,9.034036273907603
1.7083333333333333,1.7315277663950708,7.826260224341991,3.7145878108241432,3,0.0308695652173913,0.0159876224858174,8.543005177274525
1.2083333333333333,1.5030162910010298,7.44354177203738,0.0,4,0.0299999999999999,0.0,9.105358673446975
1.5833333333333333,1.4719601443879746,7.817692536884117,2.995732273553991,4,-0.0895652173913043,0.0076515202362574,9.035702420537303
0.0416666666666666,0.2041241452319315,4.293309257839152,0.0,23,0.01,0.0,9.540933215933892
0.5,1.2158375177486576,6.635946555686647,3.9211479132051466,10,0.0234782608695652,0.0649912395970214,8.507249920538147
1.125,1.596531566702726,7.586824664080675,0.0,6,-0.0560869565217391,0.0,10.108230852764812
3.208333333333333,2.587245751703952,8.611995666602805,4.0118683403978626,3,0.1369565217391304,0.0098704409858311,8.742947731131663
1.625,1.5828565262236167,7.87328052073399,3.9472292611627653,1,0.0195652173913043,0.0193479779061646,8.343710853369451
1.0416666666666667,1.8528278426483,7.431472448539359,0.0,14,0.1534782608695652,0.0,8.877289874522663
1.875,1.962972457668527,7.96499565343335,0.0,2,0.027391304347826,0.0,8.50191304228202
1.0416666666666667,1.6010639578422372,7.364995509824373,0.0,3,-0.0291304347826087,0.0,8.848210577354486
2.0,2.085144140570748,7.817256346496876,0.0,3,0.0139130434782608,0.0,7.645082011153831
0.0,0.0,0.0,0.0,24,0.0,0.0,9.46249033998542
2.125,1.8489127239730825,8.155804775548823,4.080358320247361,2,-0.0778260869565218,0.0167023605843433,8.923785663810413
6.636363636363637,8.102749252849026,8.886761027315105,3.9424640309293815,3,0.6090909090909092,0.0046577867135796,9.45460176374582
0.5833333333333334,0.9743076322798876,6.56825345780056,3.4876298874344625,5,0.0069565217391304,0.0445889728716236,7.9108400308922775
0.0833333333333333,0.408248290463863,5.251400446760285,0.0,21,0.0165217391304347,0.0,8.93472520074254
0.875,1.4540049638094803,6.950335726517255,4.101265005066674,11,0.0969565217391304,0.0569944044764188,8.992914195282513
1.125,1.752327644566804,7.465321348631942,0.0,14,0.1778260869565217,0.0,7.805706872138096
0.2083333333333333,0.832970935693524,5.921466706522994,0.0,21,0.0482608695652174,0.0,9.73643660423168
7.636363636363637,7.59305903141451,9.420070730919786,0.0,1,0.6454545454545457,0.0,9.316968983260779
1.625,1.498187310516046,7.718666976508477,3.9695054408415085,2,-0.0134782608695652,0.0231032885595182,9.874914709077439
1.875,1.9849980834510517,8.052269968357875,3.6592789843376456,3,-0.0647826086956522,0.0120491520475596,7.9599884944634525
1.2083333333333333,1.7687914485336582,7.281012802141346,0.0,7,0.1039130434782608,0.0,8.563421982831292
1.7916666666666667,1.5597983890531344,7.92509725492602,2.9810415581439873,4,-0.07,0.0067665320393031,8.117375108804275
1.2916666666666667,1.334465099374755,7.690705076283959,3.6635616461296463,4,-0.0056521739130434,0.017376062188012,10.392518079355959
1.5,1.7937088125857623,7.762578325428245,0.0,3,0.057391304347826,0.0,8.770335060021585
1.5416666666666667,1.4738050920238277,7.866259037442686,3.7002726379433795,1,-0.0152173913043478,0.0151367421638987,7.895238594534768
1.8333333333333333,2.035909510816206,7.859187904101348,0.0,3,-0.0652173913043478,0.0,8.933013828801652
0.0,0.0,0.0,0.0,24,0.0,0.0,8.622721892930029
2.208333333333333,1.7932037558919307,8.13974443444738,3.1986731175506815,3,0.0839130434782608,0.0068572262276745,8.412692306170293
0.125,0.6123724356957945,5.235776848073138,0.0,22,0.027391304347826,0.0,8.478036476215044
0.0,0.0,0.0,0.0,24,0.0,0.0,9.508065840257384
2.0416666666666665,1.8292114401439827,8.189603058531036,3.6528204042982337,2,0.0369565217391304,0.0104331733271644,8.520390075931184
1.875,1.701980943029264,8.038242994045596,0.0,2,0.0543478260869565,0.0,9.778658753682903
0.75,1.2597446256043845,7.139792497466467,2.7300291078209855,6,0.0321739130434782,0.0113741568575585,7.856261475218649
2.458333333333333,1.7687914485336578,8.123878961477057,3.1552257977917444,3,0.0178260869565217,0.006658102132075,9.127354336961362
1.0,1.6939791077198396,7.333649179959667,0.0,13,0.1356521739130435,0.0,8.629877025994551
1.375,1.4688800821211287,7.716535036470513,3.062222014822824,4,-0.0352173913043478,0.0090790939472707,8.298126319142577
0.75,1.6218615177038684,7.037283879445783,0.0,18,0.1269565217391304,0.0,9.59754035023299
1.75,1.7257638510425517,7.787260995647625,3.7669972333778885,2,-0.0243478260869565,0.0175405213721046,8.479185981669774
1.6666666666666667,1.5788456616111677,7.911018498200841,4.327438444389479,2,-0.028695652173913,0.0274194534450082,8.119556362220615
1.5416666666666667,1.6412923504696368,7.96691905077389,4.726650083525801,3,0.0395652173913043,0.0388200777557774,8.492865662174829
1.5,1.9110661718118185,7.727167935879805,3.6419625343261846,4,-0.0208695652173913,0.0163862150047762,8.24405024510761
1.375,1.438976085247091,7.574900657003082,3.8738017926079484,3,-0.0473913043478261,0.0241956186890296,10.354943036044554
1.875,1.6235361299390263,7.759649701828321,0.0,4,0.058695652173913,0.0,9.019018836601251
0.625,1.4688800821211287,6.624784314038252,3.84837297835169,20,0.127391304347826,0.0610154476496318,7.7883193463992075
0.1666666666666666,0.4815434123430768,5.569139353178988,0.0,20,0.0339130434782608,0.0,7.923960121741434
1.3333333333333333,1.7856107630448046,7.430855263623516,3.4631283393926457,4,-0.0573913043478261,0.0183345688164072,9.01964948988088
3.4545454545454546,5.317210478505367,8.630797812675388,0.0,4,0.0363636363636364,0.0,7.901762322259569
1.75,1.4817733206914758,8.033820594431548,3.131864447878571,3,-0.0304347826086957,0.0071100297377669,9.666428249720413
1.7916666666666667,1.864523873636999,8.082144780766399,4.314706470574434,4,0.0291304347826086,0.0228092318788315,7.945764403936918
1.4166666666666667,1.3805061033727,7.426226599773676,4.132496328186477,4,0.1104347826086956,0.0365414691060745,9.06207235530708
1.6666666666666667,1.9708013524996608,7.914252278742441,3.0305361957486827,3,-0.0365217391304348,0.007205971968312,8.958486083711382
2.0,2.12643813228478,7.900914455112869,3.1675825304806504,2,0.0495652173913043,0.0084298286243631,9.597261939805332
1.5416666666666667,1.864523873636999,7.720628051657804,2.878730182880679,3,0.0195652173913043,0.0074517852850354,9.03401838173656
0.0,0.0,0.0,0.0,24,0.0,0.0,8.612492462070149
1.4583333333333333,1.4135729219948654,7.712462468567679,2.780370862681836,1,0.0013043478260869,0.0067672116478067,7.943697522046775
1.3333333333333333,2.0144406207413392,7.612892787393635,3.240311105588266,6,0.0426086956521739,0.0121305735763567,7.844722765795481
2.4545454545454546,4.083225106790865,8.216235507914455,0.0,4,0.0272727272727272,0.0,8.889078075527797
4.727272727272728,5.968097001405207,8.291432582227849,0.0,2,0.3272727272727273,0.0,8.931131632562357
1.9166666666666667,1.501207243656184,7.920900452220175,4.194064197989841,3,0.0199999999999999,0.0237143981355367,7.9376425174388325
0.0,0.0,0.0,0.0,24,0.0,0.0,8.484692726725145
0.125,0.6123724356957946,5.6235661407994,0.0,21,0.0247826086956521,0.0,9.086939209156412
1.4583333333333333,1.5597983890531346,7.690457473741912,4.356174495926144,3,-0.0552173913043479,0.0351990547519676,8.682536428799061
0.4166666666666667,1.348643978116591,6.762584987818975,0.0,18,-0.0730434782608696,0.0,8.532131063780444
1.5,1.7194539072421902,7.87134299729845,4.525856379268366,5,-0.0243478260869565,0.0348748449476797,9.359876133716813
0.0,0.0,0.0,0.0,24,0.0,0.0,8.274935625657587
1.25,1.6484511834894675,7.800060648105781,3.5589131276539097,4,0.0139130434782608,0.0139870888410697,9.018852936565935
1.875,1.6235361299390263,8.000251681464382,3.7573166156671647,1,0.0108695652173912,0.0140346953324852,8.613967753035402
0.0,0.0,0.0,0.0,24,0.0,0.0,8.980420160882897
1.2916666666666667,1.7564580631305238,7.5677764691099805,3.905334017277349,4,-0.058695652173913,0.025165905369301,9.025472375755603
1.5833333333333333,1.6129008882638507,7.952102024246301,3.3886185994552953,5,-0.0591304347826087,0.0100773033312308,7.9875414634001976
3.1818181818181817,4.020402512639296,8.242780268873291,0.0,3,0.4272727272727272,0.0,8.467399824206867
6.636363636363637,8.285803850837011,9.17272346295033,3.880626151367474,1,0.3272727272727276,0.0032852503587342,9.765464372636982
2.0416666666666665,1.9886453039512944,7.982103335514087,4.304627997806706,5,-0.001304347826087,0.0249537366548042,8.525647354062794
1.25,1.5108304655560048,7.742112628093606,3.4927124904979285,2,0.0347826086956521,0.0138446503547126,8.20871503835691
1.75,1.916745430013663,7.846035787081211,4.243123698247448,4,-0.0904347826086956,0.0268634806719947,8.683888288574176
3.1666666666666665,1.9034674690672024,8.513762312676777,4.731068352863466,1,-0.0791304347826087,0.0225651319366035,8.500055170900135
2.125,1.962972457668527,7.9609778653514365,0.0,4,-0.0482608695652174,0.0,9.331009904356355
1.3333333333333333,1.4645571126562065,7.520753843482673,4.066887715989061,2,0.0078260869565217,0.0310982632850787,8.906676603165431
4.363636363636363,6.103650174653316,9.102350139014483,4.462768398649916,2,0.4363636363636365,0.006367598848025,7.885788125691811
0.125,0.6123724356957945,4.484413984852291,0.0,23,0.03,0.0,9.333990606355057
1.5833333333333333,1.6129008882638507,7.711175887060553,3.939151672816399,3,-0.0165217391304347,0.0225677592772343,9.709548978738955
1.0416666666666667,1.6544844636864109,7.304403857685728,2.9831534913471307,4,0.0499999999999999,0.0126191811553561,8.97508375277817
0.5833333333333334,1.3805061033726995,6.710523109452428,4.208417018481948,14,0.0965217391304348,0.0807926829268292,9.041779698432265
0.9583333333333334,1.334465099374755,7.123101845994122,0.0,5,0.0099999999999999,0.0,7.819338950006874
0.4166666666666667,1.5298953265321544,6.356903061873081,0.0,19,0.0704347826086956,0.0,9.724885270656458
0.0,0.0,0.0,0.0,24,0.0,0.0,9.362194130183234
1.9583333333333333,1.8528278426483,8.065304491595674,3.7563433795806125,3,-0.1065217391304348,0.0131373858828768,9.369800929418318
0.25,0.7372097807744857,5.973597545279557,0.0,19,0.0443478260869565,0.0,7.8484224759163235
0.1666666666666666,0.6370220572706061,4.479228962630245,0.0,22,0.037391304347826,0.0,9.2899709947544
1.3333333333333333,1.522773975253762,7.616304076715426,4.314149212270796,4,-0.0008695652173912,0.0363293035857227,8.91682263846163
0.9583333333333334,1.4288690166235207,7.2671473614875675,4.268531268809779,6,0.047391304347826,0.0491922573133459,7.936091730657756
1.2916666666666667,1.7810394294555532,7.238017798969036,3.9044947390073546,6,0.0099999999999999,0.0349736274274754,10.369290496243451
1.4583333333333333,1.8410575095914816,7.717759140338335,0.0,3,0.018695652173913,0.0,9.972296940524345
1.7916666666666667,2.105462185481552,7.955425088912672,3.8545704306800608,2,0.01,0.0162134502923976,9.870902375438439
1.625,1.7646898976258147,8.000503183491697,0.0,3,-0.03,0.0,8.926084423652558
1.875,1.962972457668527,7.897807494418346,3.3528237973779396,2,0.1230434782608695,0.0102525979959423,8.7814740795251
1.875,2.153106956288376,7.99481498164936,3.7013019741124933,2,0.0082608695652173,0.0133241507259413,10.95991406994086
2.083333333333333,1.5857152183236398,8.089482474360754,4.6351334371734705,2,-0.0095652173913044,0.0313107292625549,8.9614943233096
0.1666666666666666,0.6370220572706061,5.506854765472884,3.106080330722856,21,0.0347826086956521,0.086941755815928,8.625141356220357
1.9166666666666667,1.742478661005055,7.9893626896677175,2.8381033293504077,3,-0.0095652173913043,0.0054549051750939,8.147933678635457
1.5833333333333333,1.7672544824662637,7.928406026180535,4.1705337005796475,2,-0.0834782608695653,0.0229812545061283,9.552863550382751
1.2916666666666667,1.6010639578422372,7.3648108595382995,3.3629761688419575,5,0.0282608695652173,0.0176601024233145,9.783208529493258
1.4583333333333333,1.4135729219948654,7.563957488256148,4.171176994265389,2,-0.0013043478260869,0.0331134421974694,8.544487295240783
1.9583333333333333,1.6805580508625224,8.02916135965111,3.7485232028747792,2,0.058695652173913,0.0135124124069748,9.780508855275722
1.375,1.6368713529434609,7.514867878059625,4.409763389645481,3,0.0099999999999999,0.0442990526817965,8.894795032383808
1.9583333333333333,2.1964233112765035,7.905457012757407,3.855452653939752,2,-0.0378260869565217,0.0170598632137093,8.021515588202535
1.625,1.4981873105160464,7.790592634597073,4.689051669968793,3,0.016086956521739,0.0445846694941553,8.83106626550774
0.875,1.3290238326779873,7.135156420548988,3.2973788863561446,8,0.0743478260869565,0.0207613606165293,9.993965165183905
0.9166666666666666,1.6918388932104942,7.03699100007338,4.033502902965855,11,0.1043478260869565,0.0487778062813794,8.875772121622193
0.75,1.5108304655560048,6.914234245079846,3.3787245258100964,11,0.0765217391304348,0.0281783523951599,9.666016222056752
0.75,1.2597446256043845,6.797754383767809,3.1763162104494045,5,0.0304347826086956,0.0256565468429875,7.832379193245292
1.0,1.3513278493843524,7.326054345070387,3.06611307031579,3,-0.0660869565217391,0.0134738344172772,8.363244491189727
0.75,1.1515584902738285,7.246813454892703,2.8208827315987373,4,0.0852173913043478,0.0112586519323886,8.962687659993268
5.545454545454546,6.377517328296904,9.066931788680826,3.8404293522411375,2,-0.0545454545454543,0.0035049793793877,8.607227660920158
1.2916666666666667,1.7062332443303203,7.380125896366579,3.911189324679569,7,-0.0021739130434782,0.0305456625159227,8.920935482994551
1.875,1.7273377354107426,8.041841955843907,4.007333185232471,3,-0.0656521739130435,0.0173782450118,8.679342652669025
1.25,1.4521348601882378,7.317461381347556,4.197828317867067,2,0.0339130434782608,0.0435384317307426,7.760501129228769
1.5416666666666667,1.7932037558919307,7.90004980385312,3.874667218884377,11,0.1543478260869565,0.0174923509596068,10.185375370671576
0.2083333333333333,0.721060008759246,5.756401279055967,2.9267394020670396,22,0.047391304347826,0.0560475875743555,8.159629281035325
1.3333333333333333,1.7856107630448046,7.7181668422027325,3.1354942159291497,5,-0.0060869565217391,0.0097872024912879,8.382632698020542
1.3333333333333333,1.3726099121798927,7.5376298035257445,0.0,2,0.037391304347826,0.0,10.07496384480988
2.833333333333333,1.632993161855452,8.368209694232792,4.722953221644475,1,-0.0217391304347826,0.0258885900586266,7.830588561618991
0.4166666666666667,0.8805466023105079,6.571116361803825,0.0,12,0.0356521739130434,0.0,8.487918848712242
0.5833333333333334,1.212853862900895,6.707015136664165,0.0,11,-0.0373913043478261,0.0,8.168781158266743
1.6666666666666667,1.9261736493723076,7.656593361928456,4.225616459664428,2,0.0278260869565217,0.0318974864465253,8.098682356656584
1.9583333333333333,1.6544844636864109,8.203075877767349,2.7245795030534206,1,0.0508695652173912,0.0039028620988725,10.311694564853633
1.4583333333333333,1.5874279625330667,7.48415794693391,3.6109179126442243,2,-0.0004347826086956,0.0202403542061986,8.96748761400195
1.5416666666666667,1.5874279625330667,7.869911266728242,4.40722724829118,3,0.0595652173913043,0.0309752834756019,9.010315023788232
0.0,0.0,0.0,0.0,24,0.0,0.0,9.361736977104613
2.125,1.848912723973083,8.087025470667701,3.2500514423366504,3,-0.0143478260869565,0.0076258587101404,8.969428647459914
1.9166666666666667,1.6918388932104942,7.968694545094646,3.6847040827034556,2,0.0165217391304347,0.013446057073607,9.646761364204792
1.0833333333333333,1.4719601443879744,7.44053807010017,4.437244509477869,6,0.0834782608695652,0.0490651918559122,9.395792024904045
0.4166666666666667,1.017954755408103,5.7145575478241595,3.7396517794873594,10,0.0026086956521739,0.1359250068927488,8.651739818515795
0.375,0.9237212077056676,6.19678351350964,0.0,12,-0.0213043478260869,0.0,10.3796471945932
1.5416666666666667,1.5316704909195131,7.76153210546705,4.195948029002214,3,0.0126086956521739,0.0278665246716364,7.757205107937423
1.125,1.5126280039259057,7.302664873150785,2.9894626605403958,4,-0.0265217391304348,0.0127254340131468,8.003837703574364
1.4583333333333333,1.7687914485336589,7.899138022493832,4.243721963296702,4,0.0239130434782608,0.0254891346376923,8.700655763671064
0.0833333333333333,0.408248290463863,5.107963638056818,0.0,22,0.0182608695652173,0.0,8.66785206770135
1.7083333333333333,1.8052861188782487,7.8605547165061,2.9378382951350885,3,0.0013043478260869,0.0068963299950166,8.99886349952902
1.375,1.7646898976258147,7.805118000970773,0.0,3,0.0152173913043477,0.0,8.384137114382789
1.8333333333333333,1.9927404479142845,8.176344726394046,3.215536923602686,5,0.037391304347826,0.0067279291106005,9.952242477989445
1.8333333333333333,1.6854019432007687,8.049945760364219,2.99155690214351,2,0.006086956521739,0.0060385991514039,9.325403266957657
1.4166666666666667,1.9541854005467716,7.536919339696211,3.7396517794873594,3,-0.0617391304347826,0.0219106242083509,9.96629848850742
0.9166666666666666,1.442120017518492,7.021418729677526,0.0,7,0.0260869565217391,0.0,9.558684712594589
0.7083333333333334,1.334465099374755,7.147460918595325,3.3600859934197245,11,0.0282608695652173,0.0218853561702267,8.828813445605523
1.75,1.5948285992135849,7.97786806526356,3.9982007016691985,3,0.0608695652173912,0.0183551813360399,8.173076208039024
1.8333333333333333,1.6594044679962137,7.933393567691574,4.30406509320417,1,0.026086956521739,0.0261848181858942,8.265560140952102
1.125,1.4237885773679595,7.5341392433824,3.137304171174389,3,-0.0282608695652173,0.0117880381495676,8.500529113716517
1.75,1.9615876444748832,7.863619225976018,3.5115454388310208,4,0.0313043478260869,0.0125004006538671,8.265099602525668
1.5833333333333333,1.8157922373651016,7.580763525701196,3.8598521330992366,3,-0.0313043478260869,0.0237138178183287,8.538594540076113
0.6666666666666666,1.403928236326068,7.047879474576255,0.0,11,-0.0313043478260869,0.0,8.54458459800815
1.3333333333333333,1.522773975253762,7.594632846528487,3.786081782070299,4,-0.028695652173913,0.0216880610789495,9.008774831815467
0.5,1.2510864843424487,6.21785282858708,0.0,19,-0.1017391304347826,0.0,8.128225253595526
8.818181818181818,9.21757215125742,9.458158797364236,0.0,2,0.463636363636364,0.0,9.505469645063013
0.0,0.0,0.0,0.0,24,0.0,0.0,9.031878556786861
1.5,1.668115312456598,7.812647965903922,4.141811099461024,3,-0.0469565217391304,0.0250607123583378,8.46228072413729
6.636363636363637,8.225238322051554,9.181828657710273,3.445649144232989,2,-0.2545454545454546,0.0020830020175184,8.490366553412517
0.2916666666666667,0.858672720295521,6.1475775859629715,3.126394972074036,18,0.0621739130434782,0.0467047687086979,8.618568576980783
1.0833333333333333,1.767254482466264,7.374420006962358,0.0,12,-0.1,0.0,9.395792024904045
4.090909090909091,5.957424702915605,8.847960876289243,4.310188811054699,3,0.5545454545454546,0.0070367032000452,9.151511387038466
1.4166666666666667,1.5012072436561836,7.71069065852706,3.060270794691562,3,0.0104347826086956,0.0091136592836066,7.7820650116161385
1.9166666666666667,1.6129008882638507,7.919750052480805,3.8580946634025906,2,0.0643478260869565,0.0168631253598375,7.8501503094757235
0.5833333333333334,1.1764599317505433,6.2583857207680795,0.0,14,0.0956521739130435,0.0,7.789773355847528
1.9583333333333333,1.7810394294555534,7.930490938327035,4.358310108056566,2,-0.0056521739130435,0.0277448849584051,8.715955521652706
0.0,0.0,0.0,0.0,24,0.0,0.0,8.565465126089862
1.5416666666666667,1.5030162910010298,7.759347476917355,3.4709307196768306,3,0.0308695652173912,0.0133055837202269,8.277617875060605
1.25,1.4218787326754636,7.628294676950613,3.0891467181934167,3,0.0078260869565217,0.0102009775091768,8.460250283764926
1.7083333333333333,1.5736738147920992,7.8575936110096345,2.8926838976545444,3,0.0899999999999999,0.0065943279106138,8.54773209572507
1.1666666666666667,1.7362294645648622,7.515231093427627,3.8421368779639797,3,0.0191304347826086,0.0248665833995685,9.59127027177194
2.0416666666666665,1.9219366742195605,8.12045241540705,4.153006474870687,2,0.0482608695652174,0.0186298449372187,9.375134211901921
1.875,1.8722806367125355,7.784681287334015,3.580040674079785,3,0.0421739130434782,0.014516129032258,8.44015662742833
1.5416666666666667,1.6145847942957392,7.814904352939009,4.284735327064502,4,-0.03,0.0289079589432946,8.427229095804016
2.0,1.744556751977294,7.917536353943631,0.0,3,0.0147826086956521,0.0,8.324569145768764
1.3333333333333333,1.3405601251996726,7.62411023046308,2.6968769005040847,3,-0.0069565217391304,0.0067612976803861,9.247961729919412
1.5,1.5322617553657474,7.521543545805953,4.577713339755053,4,0.0339130434782608,0.052150561899174,8.185054750322408
0.0,0.0,0.0,0.0,24,0.0,0.0,8.664605792721918
2.125,1.541103500742244,8.02252794909964,4.61015772749913,2,0.0760869565217391,0.0326456957716441,8.003349685086828
1.2083333333333333,1.4738050920238277,7.430731780917112,4.267947667976174,3,-0.0169565217391304,0.0417397751142963,9.773264395945041
1.75,1.983628646873112,8.026374422456582,3.2660774263524948,5,0.017391304347826,0.0082390271138892,9.571565149705606
1.0416666666666667,1.488482351304485,7.212693847931464,3.981238074449619,5,-0.0169565217391304,0.0387913810592321,8.334421133161737
1.0,1.6939791077198398,7.558234143563312,3.846595200105691,13,-0.1165217391304348,0.0239281286028148,8.520390075931184
2.708333333333333,1.944427191089776,8.293278509523919,4.051784947803305,4,-0.0465217391304347,0.0141394340055473,8.504349057551044
0.6666666666666666,1.522773975253762,6.940666062231056,3.751462940415704,13,-0.0852173913043478,0.0402760401953266,9.474402425153665
1.9583333333333333,1.988645303951294,8.082556706007793,3.3019907315787074,2,0.0917391304347826,0.0080848653380709,8.629353337103822
2.333333333333333,1.8336626845141688,8.326577331797463,3.742617673900738,3,-0.0278260869565217,0.0099747856782652,9.176905607889946
1.625,2.634429234446116,7.761833670948957,3.7326969576139897,8,-0.1543478260869565,0.017371400180989,9.697308044724899
1.5833333333333333,1.9318084941243563,7.982032182913074,4.048155179752726,3,0.0443478260869565,0.0192326856003986,8.452648270258186
2.0,2.303116980547657,8.123656654173347,4.512232190328822,2,0.0634782608695652,0.0267248196105564,8.819396321136894
4.545454545454546,5.64559361561982,8.745371320674831,0.0,1,0.1090909090909092,0.0,8.637238554966853
1.9583333333333333,1.966660525659781,8.066338381009263,3.373026504695459,3,0.0699999999999999,0.0088451574071651,9.105823944420184
0.4166666666666667,1.0598058340078629,5.98624260312683,3.253277251585533,19,-0.0852173913043478,0.0626705857652739,8.41731760598898
1.2083333333333333,1.5597983890531346,7.653139058877591,4.227441832851527,4,0.0169565217391304,0.0320672601384767,10.47838174327853
1.5,1.6151457061744965,7.797667811796226,0.0,4,0.0426086956521738,0.0,8.483719134558521
1.5416666666666667,1.6412923504696368,7.909535396871706,3.8935195338635866,2,0.0239130434782608,0.0176638961595567,9.031351256426877
1.9166666666666667,1.998187584584692,7.744064412426659,0.0,4,0.0139130434782608,0.0,8.118022233520628
0.0,0.0,0.0,0.0,24,0.0,0.0,9.498982483443
1.3333333333333333,1.7110044511584586,7.839837335651301,3.9504421153320908,3,0.0921739130434782,0.0200718845907666,8.735245403832646
1.75,1.799758437897322,7.957410722923716,4.485353834545534,3,0.0382608695652173,0.0307137854558188,10.173534918552217
1.6666666666666667,1.551063216458077,7.758084255178533,4.242525075062855,2,-0.0130434782608695,0.0293164250347308,9.687083117282956
0.0,0.0,0.0,0.0,24,0.0,0.0,9.232376777041896
1.2083333333333333,1.5316704909195131,7.743305837788083,0.0,4,-0.0891304347826087,0.0,9.039334945579691
0.5416666666666666,1.2846642825425558,6.618182531441207,0.0,20,0.1134782608695652,0.0,7.958856584979195
1.5,1.7937088125857623,7.707249987942535,4.292739943847116,4,0.068695652173913,0.0324575540646902,8.98559428729101
0.375,0.9696480760071398,6.138356805355303,0.0,12,0.0665217391304348,0.0,9.81855963998998
0.625,1.3452816094393218,6.998737926694008,3.195265959229067,14,0.0595652173913043,0.0213997410707486,8.572351606591521
0.9166666666666666,1.501207243656184,7.50778154820643,0.0,12,0.1217391304347826,0.0,7.923692230981339
0.2083333333333333,0.721060008759246,5.990943578093855,0.0,21,0.0439130434782608,0.0,7.994288238754885
